applicant_id,application_date,first_name,last_name,gender,date_of_birth,city,state,zip_code,country,education_level,years_of_experience,desired_salary,job_title,status
1019,2023-06-26,Adam,Best,Other,2001-05-28,Lake Christianshire,ME,84388,Ukraine,PhD,12,47680.62,"Buyer, retail",Rejected
1020,2023-05-23,Cheryl,Peterson,Male,1990-09-18,Gibbsburgh,MH,70864,Costa Rica,Bachelor's Degree,6,36560.41,Water quality scientist,Interviewing
1021,2023-07-03,Rebecca,Jensen,Female,2002-11-16,Kathleenfurt,IA,44432,Central African Republic,Master's Degree,15,91333.9,"Optician, dispensing",Offered
1022,2023-08-03,Gabriel,Norris,Female,1975-01-16,Port Andrewmouth,NJ,15235,United Arab Emirates,Master's Degree,17,35317.87,"Scientist, marine",Rejected
1023,2023-05-08,Anne,Murphy,Other,1983-10-31,East Natalie,IN,99861,Kyrgyz Republic,PhD,11,66953.69,Armed forces technical officer,Rejected
1024,2023-06-25,Thomas,Phillips,Other,1965-02-04,Farrellland,ID,19021,Belgium,PhD,10,52499.44,"Scientist, research (physical sciences)",Interviewing
1025,2023-05-31,Nicholas,Conley,Other,2001-10-10,Port Daniel,OR,83798,Micronesia,Master's Degree,15,44240.27,Herpetologist,Interviewing
1026,2023-07-07,Jennifer,Austin,Other,2002-02-03,North Benjaminfurt,AL,36583,Saint Kitts and Nevis,PhD,8,53070.82,"Production assistant, radio",In Review
1027,2023-06-22,Cory,Miller,Other,1996-06-11,Harveyport,OH,8947,Norway,High School,15,75285.32,Publishing rights manager,Interviewing
1028,2023-08-01,Barbara,Lopez,Other,1966-12-01,Port Christineborough,CA,76314,Iceland,PhD,19,57262.2,"Designer, television/film set",Applied
1029,2023-06-15,Maria,Campbell,Male,1969-12-06,Camachostad,KY,44349,Macao,Master's Degree,9,98369.62,"Designer, jewellery",Interviewing
1030,2023-07-06,Duane,Lee,Other,1989-10-22,North Benjamin,NC,28070,Cape Verde,Bachelor's Degree,12,36106.12,Media buyer,Applied
1031,2023-07-27,Danny,Jones,Male,1993-08-14,South Johnburgh,IN,44276,Comoros,PhD,17,61638.6,"Designer, textile",In Review
1032,2023-06-02,Hannah,Moore,Other,1963-12-20,Mayoside,DE,94533,Tunisia,Master's Degree,10,58593.41,Commercial horticulturist,Offered
1033,2023-05-16,Mckenzie,Howe,Male,2002-08-22,Chandlerton,AR,19797,Burkina Faso,Bachelor's Degree,13,80345.63,Food technologist,Applied
1034,2023-05-30,Ashley,Williams,Male,1976-03-30,Zavalabury,MN,16709,Bahrain,Bachelor's Degree,6,94817.47,Chartered accountant,Offered
1035,2023-07-14,Laura,Randall,Male,1970-09-08,North Tammy,GU,98391,Anguilla,PhD,19,82854.39,"Optician, dispensing",Applied
1036,2023-05-09,Katherine,Morris,Female,1979-01-26,North Michael,DC,18588,Canada,High School,11,43831.75,"Surveyor, rural practice",In Review
1037,2023-05-18,Martha,Bradford,Male,1980-09-12,Oliverhaven,NM,83371,Nauru,Bachelor's Degree,9,88074.11,Dance movement psychotherapist,Interviewing
1038,2023-06-12,Jessica,Martinez,Other,1971-09-04,Jamesville,ME,45059,United States Virgin Islands,PhD,16,49673.27,Event organiser,Rejected
1039,2023-06-22,Emily,Myers,Other,1993-09-13,Lake Juan,IA,75775,Jordan,Bachelor's Degree,19,37991.23,"Psychologist, clinical",Rejected
1040,2023-08-03,Steven,Villa,Male,1993-02-14,West Marissafort,LA,41339,Ghana,Bachelor's Degree,14,75258.56,Dispensing optician,Interviewing
1041,2023-07-18,David,Walker,Female,1968-01-25,Port Rickyfort,WI,24323,Cape Verde,PhD,0,56440.24,Health service manager,Offered
1042,2023-05-10,Timothy,Rodriguez,Female,1988-06-30,Whitebury,OK,35524,Niger,PhD,14,65868.72,Clinical cytogeneticist,Rejected
1043,2023-06-21,Kevin,Lucas,Female,1973-12-25,Gomeztown,MH,21310,Antarctica (the territory South of 60 deg S),PhD,8,77256.91,Sports administrator,Offered
1044,2023-05-30,Sarah,Fischer,Other,1993-11-20,Donshire,PW,66350,Hong Kong,PhD,5,52012.21,"Therapist, nutritional",Applied
1045,2023-07-30,Joshua,Weeks,Other,1994-05-27,Gonzaleschester,PR,44532,Luxembourg,High School,19,87903.51,Barrister's clerk,In Review
1046,2023-07-15,Nicholas,Jenkins,Female,1965-12-24,New Kenneth,MS,93369,Afghanistan,Bachelor's Degree,8,79162.92,"Sound technician, broadcasting/film/video",Applied
1047,2023-05-24,Jeremy,Stevens,Female,1994-08-23,Kathleenview,AK,15637,Holy See (Vatican City State),High School,14,99015.22,Therapeutic radiographer,Rejected
1048,2023-07-28,Paul,Johnson,Male,1986-07-31,Freemanbury,ND,53823,Monaco,PhD,7,50437.39,"Engineer, electronics",In Review
1049,2023-07-04,Jerry,Hernandez,Other,1976-04-07,Campbelltown,ME,45037,Marshall Islands,Master's Degree,4,86589.55,"Scientist, research (medical)",Applied
1050,2023-06-09,Jason,Abbott,Male,1967-04-30,Lake Maryland,NM,41461,Faroe Islands,High School,10,94813.46,"Surveyor, land/geomatics",Interviewing
1051,2023-07-06,Jeffrey,Sellers,Other,1980-09-30,Mcbridestad,GU,59610,Bouvet Island (Bouvetoya),High School,10,68968.39,"Surveyor, hydrographic",Offered
1052,2023-05-23,Daryl,Brown,Female,2003-07-08,Phillipstown,TN,61327,Niue,Bachelor's Degree,7,94839.96,Land/geomatics surveyor,Applied
1053,2023-06-04,Justin,Bush,Other,1975-09-26,Jessicaview,WI,32426,San Marino,PhD,4,30451.54,Data processing manager,Interviewing
1054,2023-05-28,Lisa,Jackson,Male,1986-12-31,Lake Robertberg,AZ,42440,Cuba,PhD,18,89697.68,Paediatric nurse,Applied
1055,2023-07-23,Brad,Vang,Male,1990-01-07,South Justin,GU,69265,Colombia,PhD,6,36962.77,Chief of Staff,Offered
1056,2023-06-22,Brittney,Rubio,Other,2002-02-19,Nicolestad,MO,10426,Sweden,Bachelor's Degree,9,94864.14,Site engineer,Interviewing
1057,2023-05-22,Kimberly,Ellis,Female,1982-10-03,North Johnland,FM,59371,Western Sahara,Master's Degree,13,87952.33,Armed forces operational officer,In Review
1058,2023-06-12,Stephanie,Pearson,Other,1974-03-01,North Stephen,WA,81142,Pakistan,PhD,7,94509.27,Learning mentor,Rejected
1059,2023-05-15,Judith,Avery,Male,1971-05-01,Kennethchester,NE,91284,Malaysia,PhD,8,67090.18,Press photographer,Applied
1060,2023-06-24,Susan,Mayer,Female,1987-12-08,Staceyton,RI,52441,Palau,Master's Degree,14,33552.59,"Journalist, magazine",Applied
1061,2023-06-12,Danielle,Jones,Female,1995-07-28,Johnsonmouth,WV,55005,Palau,Bachelor's Degree,14,35323.64,"Geneticist, molecular",Interviewing
1062,2023-06-25,Brian,Jenkins,Female,1994-09-26,New Julieville,TN,30491,Greece,Master's Degree,14,82806.6,"Accountant, chartered management",Applied
1063,2023-07-03,Keith,Barrera,Female,2004-05-03,Jasmineside,NE,99061,French Guiana,Master's Degree,0,40113.74,Insurance broker,Applied
1064,2023-06-07,Gary,Howard,Female,1999-10-25,Lake Bobbytown,GU,92712,Egypt,Bachelor's Degree,14,63245.8,Sports therapist,Interviewing
1065,2023-06-11,David,Torres,Female,1978-11-22,Millertown,AK,62665,French Guiana,PhD,14,95411.82,"Research officer, government",Interviewing
1066,2023-06-07,Phillip,Weber,Other,1974-04-12,Francisburgh,PW,44194,Uzbekistan,Master's Degree,20,58671.8,"Engineer, control and instrumentation",Applied
1067,2023-06-02,Tiffany,Fernandez,Female,1967-09-30,Crystaltown,CT,61789,Liberia,High School,18,36020.54,Tree surgeon,Applied
1068,2023-06-14,Nicole,Lopez,Female,1983-11-05,West Steven,PA,23700,Argentina,High School,20,33092.62,Heritage manager,Rejected
1069,2023-06-29,Joshua,Baxter,Other,1980-09-28,Maryville,NV,78394,Swaziland,Master's Degree,10,37140.47,"Engineer, building services",Offered
1070,2023-05-11,Danielle,Smith,Male,1975-09-13,West Audreyburgh,GA,82437,Paraguay,High School,6,95676.14,Exhibition designer,Applied
1071,2023-05-13,Christopher,Davis,Female,2003-07-10,Jesseview,ND,97049,Kenya,Master's Degree,13,54109.46,Waste management officer,Offered
1072,2023-05-09,Jessica,Gutierrez,Male,1982-07-12,South Ashlee,CA,89009,United Arab Emirates,High School,5,88944.93,Publishing rights manager,Rejected
1073,2023-05-28,Michael,Hunter,Male,1977-09-30,Johnmouth,OH,88615,Mauritania,Master's Degree,17,54055.25,Oncologist,Rejected
1074,2023-05-27,Kendra,French,Male,2003-04-22,Lake Scott,NH,29705,Pakistan,PhD,4,54756.63,Structural engineer,Applied
1075,2023-06-12,William,Yu,Female,1994-09-26,Rodriguezmouth,DC,64425,Cyprus,Bachelor's Degree,18,57232.37,"Production assistant, television",Applied
1076,2023-07-14,Carol,Steele,Female,1973-06-17,Port Daltonfurt,VI,23353,Cambodia,PhD,1,90276.12,"Surveyor, planning and development",In Review
1077,2023-08-05,Maria,Davidson,Female,1963-02-08,Victorialand,MP,63150,China,High School,18,89892.0,Petroleum engineer,Interviewing
1078,2023-07-09,Nicole,Garcia,Other,1966-01-23,South Matthew,OK,33987,Hungary,PhD,20,65575.02,Academic librarian,Offered
1079,2023-07-12,James,Howell,Female,1992-06-20,West Phillipborough,AL,90671,Botswana,Bachelor's Degree,2,92135.46,Arts development officer,Rejected
1080,2023-07-08,Keith,Pace,Male,1980-12-05,Port Sabrinamouth,MP,28027,Niue,Bachelor's Degree,18,37453.4,"Development worker, community",In Review
1081,2023-05-27,Nichole,Stevenson,Female,1999-06-08,Port Mike,KS,47133,Kiribati,PhD,0,51338.07,Commercial art gallery manager,Rejected
1082,2023-07-17,Denise,Jackson,Male,1999-11-26,North Williamland,MN,1192,Niue,PhD,5,46331.6,Secondary school teacher,Applied
1083,2023-06-28,Christine,Phillips,Male,1983-09-03,Sanchezbury,SC,34840,San Marino,High School,3,68558.44,Financial controller,Offered
1084,2023-07-07,Patricia,Pearson,Other,1970-06-12,Scottville,DE,96287,China,Bachelor's Degree,4,56332.62,Brewing technologist,Offered
1085,2023-06-28,Cynthia,Black,Other,1986-02-25,Port Abigail,CA,19190,Estonia,High School,17,71506.9,Chartered legal executive (England and Wales),Rejected
1086,2023-06-13,Brenda,Foster,Other,1989-07-23,Scottview,SD,64383,Ethiopia,High School,7,97605.13,Optometrist,Interviewing
1087,2023-07-02,Holly,Brandt,Female,1965-01-18,East Victoria,ID,85507,Yemen,PhD,12,74372.98,"Engineer, site",In Review
1088,2023-06-27,Erin,Kirk,Female,1974-06-26,North Jenniferfurt,PW,63501,Ukraine,PhD,4,94408.04,Barista,Interviewing
1089,2023-05-08,Kevin,Owens,Male,1985-10-28,Hernandezhaven,ME,90449,Bolivia,Bachelor's Degree,10,82596.57,Patent attorney,Offered
1090,2023-08-03,Sarah,Glover,Female,1978-10-25,Brookeshire,SC,89827,Canada,PhD,18,51290.15,"Designer, jewellery",Offered
1091,2023-05-20,Yolanda,Collins,Male,1986-11-12,West Steven,MD,81111,Mayotte,Bachelor's Degree,8,96445.23,"Engineer, civil (contracting)",Applied
1092,2023-05-31,Julia,Green,Male,1986-08-30,Andersonmouth,AS,81868,Turkmenistan,Bachelor's Degree,17,51993.14,"Nurse, mental health",In Review
1093,2023-07-25,Michael,Smith,Female,2001-09-28,North Samuel,MP,54602,Georgia,High School,11,67885.98,"Doctor, general practice",Interviewing
1094,2023-06-26,Edward,Peck,Male,2000-02-05,North Tara,MA,46694,France,Master's Degree,7,70059.94,Furniture designer,Rejected
1095,2023-05-15,Michele,Williams,Male,1963-08-13,Medinachester,IL,79904,Zimbabwe,High School,3,38348.79,Radio broadcast assistant,Applied
1096,2023-08-02,Steven,Martinez,Other,1993-11-21,Kennethberg,MP,77423,Wallis and Futuna,High School,20,36060.91,Technical sales engineer,Interviewing
1097,2023-07-02,Austin,Johnson,Male,2000-02-06,West Hannah,MP,91766,Cote d'Ivoire,PhD,16,59939.36,Glass blower/designer,Interviewing
1098,2023-07-20,Robert,Bowman,Female,1962-12-18,Seanville,CT,4679,Hong Kong,High School,12,74228.18,Marine scientist,In Review
1099,2023-07-13,Alexander,Pineda,Male,2004-01-19,Brandonbury,VI,92853,Mexico,PhD,17,52215.48,Hospital pharmacist,Offered
1100,2023-06-24,Kathleen,Jones,Female,1970-01-16,Williamshaven,ME,23842,Haiti,Bachelor's Degree,16,51927.82,Race relations officer,Applied
1101,2023-06-12,Sandra,Wang,Male,1977-09-13,North Stevenburgh,MD,38632,Iceland,PhD,18,66506.02,Counselling psychologist,In Review
1102,2023-05-27,Kristen,Foster,Female,1975-03-13,Wardport,NY,28266,Sweden,PhD,7,73093.48,Best boy,Offered
1103,2023-07-27,Darrell,Fernandez,Female,1987-12-23,Riversmouth,ND,37207,Ukraine,PhD,3,57972.41,Town planner,In Review
1104,2023-07-25,Kimberly,Castro,Female,1997-12-08,South Jeffrey,CT,92427,Norway,Master's Degree,6,89275.77,"Psychologist, clinical",In Review
1105,2023-07-09,Sheryl,Hampton,Other,1982-09-26,Leblancmouth,RI,47736,Slovenia,PhD,4,69991.75,Chief of Staff,Rejected
1106,2023-05-28,Earl,Houston,Other,1979-09-16,New Steventown,OH,15396,Cameroon,Master's Degree,13,56700.48,Tourism officer,Applied
1107,2023-06-19,Michael,Andrews,Other,1994-05-31,Lake Laurieborough,MH,9965,Peru,PhD,13,64947.3,Podiatrist,Rejected
1108,2023-06-26,Amanda,Monroe,Male,2003-02-09,New Christopher,ID,796,Croatia,Master's Degree,13,75152.02,Actuary,Interviewing
1109,2023-06-22,Richard,Johnson,Male,1991-06-01,Meyerview,MA,90643,Yemen,Bachelor's Degree,20,36713.33,Patent examiner,Applied
1110,2023-07-05,Kaitlin,Fox,Male,1963-02-15,North Jacob,WV,17593,Saint Vincent and the Grenadines,Master's Degree,0,71693.44,Land,Applied
1111,2023-07-06,Laura,Johnson,Other,2004-12-04,Port Tracyfort,ME,6872,Timor-Leste,High School,11,53176.56,Commissioning editor,Applied
1112,2023-07-27,Jessica,Bennett,Other,1985-02-26,Nathantown,ND,32224,Norfolk Island,High School,10,92374.75,Therapeutic radiographer,Rejected
1113,2023-06-25,Daniel,Smith,Male,1983-03-07,Lake Andrea,IN,30201,Singapore,Bachelor's Degree,16,55619.78,Neurosurgeon,Applied
1114,2023-06-08,Evan,Benitez,Female,1987-05-22,North Meghan,PW,25778,Estonia,Master's Degree,11,85187.23,Press sub,Offered
1115,2023-07-10,Sharon,Brown,Female,1994-12-04,Port Tiffany,CO,94491,India,PhD,1,51003.26,Charity fundraiser,Offered
1116,2023-07-16,Tiffany,Davis,Female,1979-12-28,Lake Christopher,MD,63421,Eritrea,PhD,14,76551.15,Recycling officer,Interviewing
1117,2023-06-24,Adam,Martinez,Other,1981-01-01,Timothymouth,MI,50318,Benin,Bachelor's Degree,6,94935.35,Neurosurgeon,Offered
1118,2023-07-09,Patricia,Johnson,Female,1999-04-22,Larsonhaven,NY,71148,Peru,PhD,8,67339.29,Art gallery manager,Rejected
1119,2023-06-25,Deborah,Welch,Female,2001-01-07,Sandovalfurt,NE,92946,Mexico,Bachelor's Degree,18,93327.21,Restaurant manager,Offered
1120,2023-06-27,Lauren,Hunter,Female,2002-11-28,New Joshuaport,RI,62822,Martinique,Bachelor's Degree,15,64803.55,Naval architect,In Review
1121,2023-07-06,Mark,Johnson,Female,1974-01-16,New Henry,MD,34614,Gambia,PhD,4,56305.22,"Scientist, forensic",Rejected
1122,2023-06-21,Brandon,Kennedy,Other,1969-04-29,Josephborough,HI,12875,Sudan,High School,15,74459.14,IT trainer,In Review
1123,2023-06-23,Shelly,Watkins,Male,1996-10-13,North Wendy,MO,73291,Turkmenistan,High School,18,66665.53,Recycling officer,Applied
1124,2023-06-11,Brandon,Allen,Male,1992-03-26,Bruceville,OR,42367,Austria,PhD,3,72894.61,Psychotherapist,Rejected
1125,2023-05-19,Keith,Davis,Male,1984-06-03,Janetchester,PW,30571,Mayotte,PhD,5,82349.15,Commissioning editor,Interviewing
1126,2023-07-03,Jason,Wall,Female,1979-07-01,Amandaville,NE,87142,Aruba,High School,8,51582.31,Actuary,Rejected
1127,2023-06-02,Amy,Reyes,Male,1975-02-06,New Joshua,NM,53990,Dominica,Master's Degree,18,41966.35,Radiation protection practitioner,Applied
1128,2023-07-02,James,Gallegos,Female,1992-10-19,Nicoleborough,NV,97403,Turkmenistan,Bachelor's Degree,8,80960.76,"Designer, fashion/clothing",In Review
1129,2023-07-28,Caleb,Rhodes,Other,1967-12-18,Wilkinsville,AS,30245,Spain,High School,0,78965.79,"Therapist, occupational",Applied
1130,2023-08-01,Angelica,Bennett,Other,1977-07-25,Gregoryside,PR,61710,Mauritania,Master's Degree,0,86317.06,Catering manager,Interviewing
1131,2023-07-29,Ethan,Garcia,Other,2002-07-08,Flynnmouth,ND,93057,Iraq,High School,20,31284.97,Chief Strategy Officer,Offered
1132,2023-06-05,Thomas,Smith,Other,1969-09-08,Veronicaland,DE,49454,Western Sahara,Bachelor's Degree,18,43679.74,Regulatory affairs officer,Rejected
1133,2023-05-31,Tamara,Smith,Other,1987-03-02,South Kaylaberg,PA,52622,Slovenia,Bachelor's Degree,16,79187.3,Paramedic,In Review
1134,2023-05-16,Julie,Williams,Female,1971-07-23,North Jenniferport,MS,59582,Saint Barthelemy,PhD,18,85618.33,English as a foreign language teacher,Offered
1135,2023-05-19,Grant,Thompson,Male,2002-09-14,Davidview,CO,69500,British Virgin Islands,Master's Degree,15,61725.13,Oncologist,Applied
1136,2023-07-29,Laura,Kaiser,Other,1984-08-27,Anthonytown,GU,71463,Bahamas,Bachelor's Degree,5,37976.2,Purchasing manager,Rejected
1137,2023-08-05,Ralph,Robinson,Male,1978-03-22,New Kendra,UT,34787,Ireland,PhD,18,46653.8,Exhibition designer,In Review
1138,2023-07-07,Lawrence,Welch,Female,1962-09-24,Lake Janice,OK,46820,Myanmar,Bachelor's Degree,4,32381.57,Waste management officer,Interviewing
1139,2023-06-26,Justin,Wallace,Male,1975-01-30,Mooretown,SC,87977,Indonesia,High School,16,68262.85,Diagnostic radiographer,Offered
1140,2023-07-15,Robert,Turner,Female,1988-08-11,North Douglasberg,NJ,37186,Myanmar,Bachelor's Degree,17,43027.56,Cartographer,Offered
1141,2023-07-02,Stephanie,Ramirez,Female,1991-03-04,New Barbara,RI,55401,Guadeloupe,PhD,1,51601.25,"Accountant, chartered certified",Offered
1142,2023-07-19,Christina,Richards,Other,1995-04-07,East Martinfurt,WA,29831,Lao People's Democratic Republic,Master's Degree,20,38921.79,Trade mark attorney,Applied
1143,2023-05-29,Nicholas,Castillo,Male,1969-08-25,Lake Nicoleside,CO,97548,Albania,Master's Degree,4,68647.01,Police officer,In Review
1144,2023-06-22,Kyle,Davis,Female,1998-04-03,Lake Maurice,TX,92971,Niue,PhD,4,31492.0,Transport planner,In Review
1145,2023-05-20,Katherine,Garcia,Other,1971-08-03,Edwardsmouth,WY,59389,Senegal,Bachelor's Degree,16,81348.87,Scientific laboratory technician,Offered
1146,2023-08-02,Daniel,Shaffer,Other,2004-02-04,East Scott,NM,68378,Israel,High School,18,70315.49,Trade union research officer,Applied
1147,2023-07-12,Cameron,Meza,Other,1990-04-24,Vasquezmouth,VI,80011,Jersey,Bachelor's Degree,12,80250.72,Freight forwarder,Interviewing
1148,2023-07-04,Justin,Lang,Other,1992-02-22,New Charlesview,MI,68412,Malta,Bachelor's Degree,20,68744.45,Warden/ranger,Offered
1149,2023-08-04,April,Martinez,Female,1969-01-14,New Angie,AZ,17990,Andorra,Master's Degree,6,63418.66,"Programme researcher, broadcasting/film/video",In Review
1150,2023-08-01,Anthony,Armstrong,Male,1988-07-18,West Michael,IA,6001,Maldives,Master's Degree,15,72670.84,"Engineer, manufacturing systems",Applied
1151,2023-06-14,Rebekah,Wright,Other,1978-05-29,New Sergiofurt,MD,77655,British Virgin Islands,High School,15,58852.24,Therapeutic radiographer,Interviewing
1152,2023-05-08,Randall,Conrad,Male,1995-11-08,New Nathanland,WY,1057,Uzbekistan,High School,19,44781.61,Civil Service fast streamer,Interviewing
1153,2023-07-16,Wendy,Smith,Other,1988-09-25,Ronaldville,OH,30020,Reunion,PhD,1,53003.29,Tour manager,Rejected
1154,2023-06-23,Shannon,Patel,Female,1976-12-06,North David,AK,94650,Nicaragua,PhD,1,46189.83,Human resources officer,Interviewing
1155,2023-07-08,Kari,Brown,Male,1998-12-16,Byrdborough,HI,61353,Burundi,PhD,17,62473.22,Furniture designer,In Review
1156,2023-06-16,Alyssa,Vargas,Female,1964-03-11,North Barbaraborough,FM,27675,Kenya,High School,0,45741.74,Quantity surveyor,Offered
1157,2023-06-08,Shane,Meyer,Other,1963-11-07,Thompsonton,IA,93473,Romania,High School,0,62612.93,Media buyer,Applied
1158,2023-06-03,Mariah,Thompson,Other,1962-12-13,North Kelliefort,OK,46750,United States of America,High School,17,53423.53,Aid worker,Applied
1159,2023-08-04,George,Sanders,Other,1990-09-04,Collinsburgh,MA,6395,Western Sahara,High School,4,65578.93,Dentist,Applied
1160,2023-05-28,Paul,Gray,Other,2001-05-01,New Patrickchester,ME,79124,Trinidad and Tobago,Bachelor's Degree,2,54935.86,Public librarian,Offered
1161,2023-06-09,Oscar,Clark,Female,1997-07-08,East Robertburgh,AZ,47850,Niger,High School,0,92675.58,Product manager,Rejected
1162,2023-06-13,Samuel,Strong,Other,1966-08-18,East Laura,MN,73130,Burkina Faso,Master's Degree,10,70483.18,Seismic interpreter,Offered
1163,2023-06-16,Darren,Dunn,Other,1991-01-17,North Sharontown,VA,55036,El Salvador,PhD,6,79024.0,Multimedia specialist,Interviewing
1164,2023-06-11,Matthew,Wyatt,Other,1983-09-06,West Melinda,IL,29274,Ireland,Master's Degree,14,72968.02,Emergency planning/management officer,Interviewing
1165,2023-05-13,Shannon,Knight,Female,1985-11-26,Jaclynborough,OK,18206,Isle of Man,Master's Degree,15,82739.55,Restaurant manager,Applied
1166,2023-05-30,Reginald,Smith,Female,1993-01-31,Sandraburgh,MP,24406,Afghanistan,High School,20,51272.32,Records manager,Rejected
1167,2023-07-21,Sherry,Carter,Male,1969-03-27,Shannonfurt,VA,91961,Saint Vincent and the Grenadines,High School,18,77615.9,Broadcast engineer,Applied
1168,2023-07-17,Steven,Abbott,Other,1993-10-21,New Ryanstad,WI,98539,Ethiopia,High School,9,38274.32,Ambulance person,In Review
1169,2023-05-20,Vincent,Holland,Other,1994-03-19,Port Anthony,GU,52305,Finland,Bachelor's Degree,18,65762.51,Manufacturing systems engineer,Interviewing
1170,2023-07-15,Gregory,Ramsey,Female,1985-01-27,Lake Jamesfort,WI,96301,China,Master's Degree,6,55184.66,Licensed conveyancer,Interviewing
1171,2023-06-15,Hunter,Nichols,Male,1992-11-15,Millerport,AS,49312,Angola,High School,17,54540.42,Recycling officer,In Review
1172,2023-06-30,Jacqueline,Vance,Male,1968-07-23,Yatesside,LA,67981,Guyana,PhD,2,82106.81,Pension scheme manager,Interviewing
1173,2023-06-08,Paul,Miller,Female,1997-07-05,Lake Kimberly,MN,43656,Switzerland,High School,3,51245.66,Air cabin crew,Interviewing
1174,2023-06-13,Katie,Johnson,Male,1989-12-09,Shawnton,ND,9725,Cameroon,PhD,2,87947.68,"Engineer, agricultural",Interviewing
1175,2023-06-11,Omar,Ferguson,Other,2004-04-09,Jordanfurt,MD,27505,Paraguay,Bachelor's Degree,12,40869.9,"Nurse, learning disability",Offered
1176,2023-07-01,Karen,Adams,Other,1968-12-08,Bowenburgh,TN,56005,Oman,High School,20,82407.81,Retail banker,Applied
1177,2023-06-14,Deborah,Acevedo,Male,1998-09-12,Port Kristie,AL,24228,Nicaragua,Master's Degree,1,67090.33,"Engineer, maintenance",Applied
1178,2023-05-18,Jill,Gomez,Other,1998-06-21,Port Amy,NV,93365,Mayotte,Bachelor's Degree,0,40784.03,"Buyer, industrial",Interviewing
1179,2023-06-13,Kelly,Luna,Other,1982-06-29,Alyssaland,TX,39625,Belize,Bachelor's Degree,7,76446.47,Film/video editor,Applied
1180,2023-06-04,Michelle,Blake,Male,1981-04-01,Hartmanmouth,LA,57046,Finland,Bachelor's Degree,10,88924.21,"Development worker, community",Interviewing
1181,2023-07-14,John,Krueger,Other,1973-12-16,Port Katie,ND,67267,Zambia,Bachelor's Degree,9,40259.43,Sports development officer,Applied
1182,2023-06-05,Keith,Lee,Male,1988-09-12,South Michael,TN,53590,Sao Tome and Principe,PhD,1,71206.91,Airline pilot,Offered
1183,2023-05-29,Charles,Whitney,Other,2000-11-04,Millerville,NH,99490,Oman,High School,4,42789.15,Publishing rights manager,Offered
1184,2023-07-12,Nancy,Huber,Male,1967-08-19,Melissaburgh,MI,96018,French Guiana,Master's Degree,18,43013.23,"Geneticist, molecular",Rejected
1185,2023-07-26,Michael,Saunders,Female,1984-10-21,Jerryshire,WA,70949,Guatemala,PhD,13,76686.73,Best boy,Rejected
